quarter,hb,simd,episodes,length_of_stay
2021Q4,Dumfries and Galloway,2,1522,6703
2022Q1,Dumfries and Galloway,2,1601,7489
2022Q2,Dumfries and Galloway,2,1755,8171
2022Q3,Dumfries and Galloway,2,1450,6829
2017Q3,Dumfries and Galloway,3,2718,12250
2017Q4,Dumfries and Galloway,3,2785,12864
2018Q1,Dumfries and Galloway,3,2953,14053
2018Q2,Dumfries and Galloway,3,2817,12545
2018Q3,Dumfries and Galloway,3,2784,11805
2018Q4,Dumfries and Galloway,3,2755,12711
2019Q1,Dumfries and Galloway,3,3046,13581
2019Q2,Dumfries and Galloway,3,3044,14419
2019Q3,Dumfries and Galloway,3,2728,13130
2019Q4,Dumfries and Galloway,3,2997,14043
2020Q1,Dumfries and Galloway,3,2776,15567
2020Q2,Dumfries and Galloway,3,1916,8626
2020Q3,Dumfries and Galloway,3,2584,10541
2020Q4,Dumfries and Galloway,3,2699,11677
2021Q1,Dumfries and Galloway,3,2369,11469
2021Q2,Dumfries and Galloway,3,2622,11245
2021Q3,Dumfries and Galloway,3,2325,10655
2021Q4,Dumfries and Galloway,3,2512,12447
2022Q1,Dumfries and Galloway,3,2383,11848
2022Q2,Dumfries and Galloway,3,2445,12261
2022Q3,Dumfries and Galloway,3,2411,12692
2017Q3,Dumfries and Galloway,4,982,5092
2017Q4,Dumfries and Galloway,4,1023,4431
2018Q1,Dumfries and Galloway,4,1008,5366
2018Q2,Dumfries and Galloway,4,1106,4776
2018Q3,Dumfries and Galloway,4,1143,5662
2018Q4,Dumfries and Galloway,4,1124,5530
2019Q1,Dumfries and Galloway,4,1287,5153
2019Q2,Dumfries and Galloway,4,1222,5696
2019Q3,Dumfries and Galloway,4,1116,5868
2019Q4,Dumfries and Galloway,4,1266,5137
2020Q1,Dumfries and Galloway,4,1068,5957
2020Q2,Dumfries and Galloway,4,800,3550
2020Q3,Dumfries and Galloway,4,994,3927
2020Q4,Dumfries and Galloway,4,957,3572
2021Q1,Dumfries and Galloway,4,946,4793
2021Q2,Dumfries and Galloway,4,1073,4303
2021Q3,Dumfries and Galloway,4,977,5230
2021Q4,Dumfries and Galloway,4,958,5652
2022Q1,Dumfries and Galloway,4,991,5749
2022Q2,Dumfries and Galloway,4,1060,5527
2022Q3,Dumfries and Galloway,4,946,4937
2017Q3,Dumfries and Galloway,5,503,2043
2017Q4,Dumfries and Galloway,5,458,1640
2018Q1,Dumfries and Galloway,5,508,2108
2018Q2,Dumfries and Galloway,5,524,2341
2018Q3,Dumfries and Galloway,5,504,2126
2018Q4,Dumfries and Galloway,5,527,2339
2019Q1,Dumfries and Galloway,5,508,2120
2019Q2,Dumfries and Galloway,5,508,1918
2019Q3,Dumfries and Galloway,5,448,1942
2019Q4,Dumfries and Galloway,5,517,2150
2020Q1,Dumfries and Galloway,5,521,3387
2020Q2,Dumfries and Galloway,5,343,1585
2020Q3,Dumfries and Galloway,5,402,1625
2020Q4,Dumfries and Galloway,5,433,1325
2021Q1,Dumfries and Galloway,5,399,1910
2021Q2,Dumfries and Galloway,5,505,1462
2021Q3,Dumfries and Galloway,5,465,2624
2021Q4,Dumfries and Galloway,5,505,2255
2022Q1,Dumfries and Galloway,5,489,2382
2022Q2,Dumfries and Galloway,5,455,2005
2022Q3,Dumfries and Galloway,5,456,2255
2017Q3,Dumfries and Galloway,1,15,7
2017Q4,Dumfries and Galloway,1,10,NA
2018Q1,Dumfries and Galloway,1,11,41
2018Q2,Dumfries and Galloway,1,10,66
2018Q3,Dumfries and Galloway,1,5,NA
2018Q4,Dumfries and Galloway,1,10,NA
2019Q1,Dumfries and Galloway,1,10,165
2019Q2,Dumfries and Galloway,1,15,110
2019Q3,Dumfries and Galloway,1,17,53
2019Q4,Dumfries and Galloway,1,14,21
2020Q1,Dumfries and Galloway,1,10,6
2020Q2,Dumfries and Galloway,1,5,14
2020Q3,Dumfries and Galloway,1,10,5
2020Q4,Dumfries and Galloway,1,11,NA
2021Q1,Dumfries and Galloway,1,5,23
2021Q3,Dumfries and Galloway,1,10,NA
2021Q4,Dumfries and Galloway,1,5,NA
2017Q3,Dumfries and Galloway,2,34,173
2017Q4,Dumfries and Galloway,2,20,377
2018Q1,Dumfries and Galloway,2,19,41
2018Q2,Dumfries and Galloway,2,40,28
2018Q3,Dumfries and Galloway,2,30,124
2018Q4,Dumfries and Galloway,2,34,118
2019Q1,Dumfries and Galloway,2,31,77
2019Q2,Dumfries and Galloway,2,27,94
2019Q3,Dumfries and Galloway,2,37,177
2019Q4,Dumfries and Galloway,2,59,130
2020Q1,Dumfries and Galloway,2,48,98
2020Q2,Dumfries and Galloway,2,29,173
2020Q3,Dumfries and Galloway,2,34,48
2020Q4,Dumfries and Galloway,2,30,49
2021Q1,Dumfries and Galloway,2,30,110
2021Q2,Dumfries and Galloway,2,11,NA
2021Q3,Dumfries and Galloway,2,25,5
2021Q4,Dumfries and Galloway,2,15,15
2022Q1,Dumfries and Galloway,2,10,NA
2022Q2,Dumfries and Galloway,2,5,30
2022Q3,Dumfries and Galloway,2,5,7
2017Q3,Dumfries and Galloway,3,14,NA
2017Q4,Dumfries and Galloway,3,17,102
2018Q1,Dumfries and Galloway,3,10,5
2018Q2,Dumfries and Galloway,3,12,5
2018Q3,Dumfries and Galloway,3,10,5
2018Q4,Dumfries and Galloway,3,10,10
2019Q1,Dumfries and Galloway,3,5,142
2019Q2,Dumfries and Galloway,3,13,65
2019Q3,Dumfries and Galloway,3,18,58
2019Q4,Dumfries and Galloway,3,32,62
2020Q1,Dumfries and Galloway,3,21,50
2020Q2,Dumfries and Galloway,3,11,141
2020Q3,Dumfries and Galloway,3,14,153
2020Q4,Dumfries and Galloway,3,22,125
2021Q1,Dumfries and Galloway,3,13,57
2021Q2,Dumfries and Galloway,3,10,NA
2021Q3,Dumfries and Galloway,3,17,NA
2021Q4,Dumfries and Galloway,3,14,15
2022Q1,Dumfries and Galloway,3,5,15
2022Q2,Dumfries and Galloway,3,5,NA
2017Q3,Dumfries and Galloway,4,5,13
2017Q4,Dumfries and Galloway,4,10,NA
2018Q1,Dumfries and Galloway,4,5,5
2018Q3,Dumfries and Galloway,4,10,NA
2018Q4,Dumfries and Galloway,4,5,NA
2019Q2,Dumfries and Galloway,4,5,NA
2019Q3,Dumfries and Galloway,4,5,NA
2019Q4,Dumfries and Galloway,4,5,NA
2020Q1,Dumfries and Galloway,4,12,67
2020Q3,Dumfries and Galloway,4,5,NA
2021Q3,Dumfries and Galloway,4,5,NA
2021Q4,Dumfries and Galloway,4,5,NA
2022Q1,Dumfries and Galloway,4,NA,5
2022Q2,Dumfries and Galloway,4,5,9
2017Q3,Dumfries and Galloway,1,851,2640
2017Q4,Dumfries and Galloway,1,710,2442
2018Q1,Dumfries and Galloway,1,703,2939
2018Q2,Dumfries and Galloway,1,779,2361
2018Q3,Dumfries and Galloway,1,708,2809
2018Q4,Dumfries and Galloway,1,793,2331
2019Q1,Dumfries and Galloway,1,857,3015
2019Q2,Dumfries and Galloway,1,872,3136
2019Q3,Dumfries and Galloway,1,834,3218
2019Q4,Dumfries and Galloway,1,828,2475
2020Q1,Dumfries and Galloway,1,710,4051
2020Q2,Dumfries and Galloway,1,591,1560
2020Q3,Dumfries and Galloway,1,656,2676
2020Q4,Dumfries and Galloway,1,694,2522
2021Q1,Dumfries and Galloway,1,623,2329
2021Q2,Dumfries and Galloway,1,769,2477
2021Q3,Dumfries and Galloway,1,766,3150
2021Q4,Dumfries and Galloway,1,542,2941
2022Q1,Dumfries and Galloway,1,605,2328
2022Q2,Dumfries and Galloway,1,651,3163
2022Q3,Dumfries and Galloway,1,610,3312
2017Q3,Dumfries and Galloway,2,1881,7227
2017Q4,Dumfries and Galloway,2,1858,9196
2018Q1,Dumfries and Galloway,2,1935,8370
2018Q2,Dumfries and Galloway,2,1893,8186
2018Q3,Dumfries and Galloway,2,1938,8644
2018Q4,Dumfries and Galloway,2,2021,8070
2019Q1,Dumfries and Galloway,2,2112,8676
2019Q2,Dumfries and Galloway,2,2086,8259
2019Q3,Dumfries and Galloway,2,2090,8653
2019Q4,Dumfries and Galloway,2,1994,8836
2020Q1,Dumfries and Galloway,2,1894,9807
2020Q2,Dumfries and Galloway,2,1305,4827
2020Q3,Dumfries and Galloway,2,1708,7460
2020Q4,Dumfries and Galloway,2,1843,6934
2021Q1,Dumfries and Galloway,2,1687,7155
2021Q2,Dumfries and Galloway,2,1817,7926
2021Q3,Dumfries and Galloway,2,1628,6960
2021Q4,Dumfries and Galloway,2,1537,6717
2022Q1,Dumfries and Galloway,2,1617,7497
2022Q2,Dumfries and Galloway,2,1761,8202
2022Q3,Dumfries and Galloway,2,1458,6836
2017Q3,Dumfries and Galloway,3,2794,12477
2017Q4,Dumfries and Galloway,3,2861,13178
2018Q1,Dumfries and Galloway,3,3032,14419
2018Q2,Dumfries and Galloway,3,2890,12805
2018Q3,Dumfries and Galloway,3,2853,12003
2018Q4,Dumfries and Galloway,3,2830,12931
2019Q1,Dumfries and Galloway,3,3107,13746
2019Q2,Dumfries and Galloway,3,3115,14560
2019Q3,Dumfries and Galloway,3,2774,13273
2019Q4,Dumfries and Galloway,3,3079,14188
2020Q1,Dumfries and Galloway,3,2854,15634
2020Q2,Dumfries and Galloway,3,1988,8821
2020Q3,Dumfries and Galloway,3,2656,10872
2020Q4,Dumfries and Galloway,3,2776,11808
2021Q1,Dumfries and Galloway,3,2407,11533
2021Q2,Dumfries and Galloway,3,2643,11250
2021Q3,Dumfries and Galloway,3,2350,10687
2021Q4,Dumfries and Galloway,3,2531,12464
2022Q1,Dumfries and Galloway,3,2390,11867
2022Q2,Dumfries and Galloway,3,2451,12277
2022Q3,Dumfries and Galloway,3,2416,12696
2017Q3,Dumfries and Galloway,4,1011,5127
2017Q4,Dumfries and Galloway,4,1055,4519
2018Q1,Dumfries and Galloway,4,1035,5375
2018Q2,Dumfries and Galloway,4,1131,4781
2018Q3,Dumfries and Galloway,4,1171,5689
2018Q4,Dumfries and Galloway,4,1155,5633
2019Q1,Dumfries and Galloway,4,1317,5269
2019Q2,Dumfries and Galloway,4,1246,5701
2019Q3,Dumfries and Galloway,4,1146,5872
2019Q4,Dumfries and Galloway,4,1284,5329
2020Q1,Dumfries and Galloway,4,1107,6290
2020Q2,Dumfries and Galloway,4,829,3654
2020Q3,Dumfries and Galloway,4,1018,4010
2020Q4,Dumfries and Galloway,4,976,3604
2021Q1,Dumfries and Galloway,4,954,4794
2021Q2,Dumfries and Galloway,4,1085,4312
2021Q3,Dumfries and Galloway,4,989,5233
2021Q4,Dumfries and Galloway,4,962,5653
2022Q1,Dumfries and Galloway,4,997,5757
2022Q2,Dumfries and Galloway,4,1065,5536
2022Q3,Dumfries and Galloway,4,949,4938
2017Q3,Dumfries and Galloway,5,513,2063
2017Q4,Dumfries and Galloway,5,467,1640
2018Q1,Dumfries and Galloway,5,525,2114
2018Q2,Dumfries and Galloway,5,533,2341
2018Q3,Dumfries and Galloway,5,517,2146
2018Q4,Dumfries and Galloway,5,543,2381
2019Q1,Dumfries and Galloway,5,523,2130
2019Q2,Dumfries and Galloway,5,516,1952
2019Q3,Dumfries and Galloway,5,457,1945
2019Q4,Dumfries and Galloway,5,525,2151
2020Q1,Dumfries and Galloway,5,533,3387
2020Q2,Dumfries and Galloway,5,352,1585
2020Q3,Dumfries and Galloway,5,409,1628
2020Q4,Dumfries and Galloway,5,439,1330
2021Q1,Dumfries and Galloway,5,402,1910
2021Q2,Dumfries and Galloway,5,508,1462
2021Q3,Dumfries and Galloway,5,469,2624
2021Q4,Dumfries and Galloway,5,504,2256
2022Q1,Dumfries and Galloway,5,489,2382
2022Q2,Dumfries and Galloway,5,459,2010
2022Q3,Dumfries and Galloway,5,458,2255
2017Q3,Fife,1,3818,14419
2017Q4,Fife,1,3736,12983
2018Q1,Fife,1,3798,15176
2018Q2,Fife,1,3910,15675
2018Q3,Fife,1,3723,14202
2018Q4,Fife,1,3834,16261
2019Q1,Fife,1,3931,14777
2019Q2,Fife,1,3764,13786
2019Q3,Fife,1,3961,15201
2019Q4,Fife,1,3730,14977
2020Q1,Fife,1,3401,17154
2020Q2,Fife,1,2497,9999
2020Q3,Fife,1,3290,12312
2020Q4,Fife,1,3361,12753
2021Q1,Fife,1,3107,12220
2021Q2,Fife,1,3778,15879
2021Q3,Fife,1,3577,13767
2021Q4,Fife,1,3602,14796
2022Q1,Fife,1,3314,12829
2022Q2,Fife,1,3291,13097
2022Q3,Fife,1,3312,12277
2017Q3,Fife,2,3547,14761
2017Q4,Fife,2,3605,13159
2018Q1,Fife,2,3535,15418
2018Q2,Fife,2,3632,14062
2018Q3,Fife,2,3461,14113
2018Q4,Fife,2,3582,14465
2019Q1,Fife,2,3769,16016
2019Q2,Fife,2,3703,14515
2019Q3,Fife,2,3558,15479
2019Q4,Fife,2,3789,15949
2020Q1,Fife,2,3507,16141
2020Q2,Fife,2,2438,9486
2020Q3,Fife,2,3096,13056
2020Q4,Fife,2,3168,15094
2021Q1,Fife,2,3073,13612
2021Q2,Fife,2,3311,13449
2021Q3,Fife,2,3408,14655
2021Q4,Fife,2,3194,13696
2022Q1,Fife,2,3209,13539
2022Q2,Fife,2,3301,12860
2022Q3,Fife,2,3268,13663
2017Q3,Fife,3,2699,10714
2017Q4,Fife,3,2864,11264
2018Q1,Fife,3,2798,12482
2018Q2,Fife,3,2773,11003
2018Q3,Fife,3,2686,9882
2018Q4,Fife,3,2823,11149
2019Q1,Fife,3,2767,11014
2019Q2,Fife,3,2842,13116
2019Q3,Fife,3,2795,11342
2019Q4,Fife,3,2813,12168
2020Q1,Fife,3,2539,13706
2020Q2,Fife,3,1837,7305
2020Q3,Fife,3,2498,9773
2020Q4,Fife,3,2443,10498
2021Q1,Fife,3,2316,10974
2021Q2,Fife,3,2528,10462
2021Q3,Fife,3,2569,9600
2021Q4,Fife,3,2586,10424
2022Q1,Fife,3,2401,10256
2022Q2,Fife,3,2393,9986
2022Q3,Fife,3,2526,9825
2017Q3,Fife,4,2175,9526
2017Q4,Fife,4,2370,10281
2018Q1,Fife,4,2380,10129
2018Q2,Fife,4,2276,8982
2018Q3,Fife,4,2147,9183
2018Q4,Fife,4,2256,10632
2019Q1,Fife,4,2252,11240
2019Q2,Fife,4,2359,9144
2019Q3,Fife,4,2239,8359
2019Q4,Fife,4,2389,9754
2020Q1,Fife,4,2161,11288
2020Q2,Fife,4,1641,6852
2020Q3,Fife,4,2021,8947
2020Q4,Fife,4,2057,8348
2021Q1,Fife,4,2019,9097
2021Q2,Fife,4,2140,8549
2021Q3,Fife,4,2294,9217
2021Q4,Fife,4,2217,9572
2022Q1,Fife,4,2227,9877
2022Q2,Fife,4,2111,9758
2022Q3,Fife,4,2127,9154
2017Q3,Fife,5,1656,6301
2017Q4,Fife,5,1560,5728
2018Q1,Fife,5,1697,5632
2018Q2,Fife,5,1675,6002
2018Q3,Fife,5,1525,5574
2018Q4,Fife,5,1699,7007
2019Q1,Fife,5,1897,6241
2019Q2,Fife,5,1687,6733
2019Q3,Fife,5,1792,6632
2019Q4,Fife,5,1705,6872
2020Q1,Fife,5,1578,7375
2020Q2,Fife,5,1141,4924
2020Q3,Fife,5,1528,6048
2020Q4,Fife,5,1474,5538
2021Q1,Fife,5,1487,6706
2021Q2,Fife,5,1757,6712
2021Q3,Fife,5,1696,6198
2021Q4,Fife,5,1748,6430
2022Q1,Fife,5,1557,6332
2022Q2,Fife,5,1768,7960
2022Q3,Fife,5,1698,6714
2017Q3,Fife,1,85,258
2017Q4,Fife,1,57,59
2018Q1,Fife,1,72,80
2018Q2,Fife,1,74,125
2018Q3,Fife,1,78,229
2018Q4,Fife,1,83,205
2019Q1,Fife,1,61,113
2019Q2,Fife,1,70,98
2019Q3,Fife,1,66,60
2019Q4,Fife,1,78,146
2020Q1,Fife,1,65,131
2020Q2,Fife,1,42,175
2020Q3,Fife,1,44,230
2020Q4,Fife,1,56,87
2021Q1,Fife,1,44,267
2021Q2,Fife,1,79,385
2021Q3,Fife,1,62,22
2021Q4,Fife,1,61,35
2022Q1,Fife,1,59,110
2022Q2,Fife,1,58,190
2022Q3,Fife,1,64,174
2017Q3,Fife,2,101,90
2017Q4,Fife,2,75,145
2018Q1,Fife,2,78,97
2018Q2,Fife,2,81,268
2018Q3,Fife,2,63,132
2018Q4,Fife,2,76,142
2019Q1,Fife,2,82,221
2019Q2,Fife,2,83,79
2019Q3,Fife,2,64,290
2019Q4,Fife,2,62,149
2020Q1,Fife,2,63,295
2020Q2,Fife,2,40,145
2020Q3,Fife,2,43,397
2020Q4,Fife,2,55,437
2021Q1,Fife,2,57,499
2021Q2,Fife,2,55,70
2021Q3,Fife,2,53,98
2021Q4,Fife,2,66,160
2022Q1,Fife,2,74,264
2022Q2,Fife,2,72,177
2022Q3,Fife,2,76,290
2017Q3,Fife,3,100,211
2017Q4,Fife,3,82,184
2018Q1,Fife,3,72,266
2018Q2,Fife,3,84,125
2018Q3,Fife,3,52,47
2018Q4,Fife,3,61,113
2019Q1,Fife,3,65,76
2019Q2,Fife,3,80,212
2019Q3,Fife,3,55,54
2019Q4,Fife,3,72,120
2020Q1,Fife,3,72,172
2020Q2,Fife,3,33,100
2020Q3,Fife,3,45,168
2020Q4,Fife,3,52,99
2021Q1,Fife,3,63,178
2021Q2,Fife,3,50,149
2021Q3,Fife,3,47,18
2021Q4,Fife,3,63,37
2022Q1,Fife,3,52,64
2022Q2,Fife,3,51,177
2022Q3,Fife,3,64,401
2017Q3,Fife,4,74,127
2017Q4,Fife,4,87,102
2018Q1,Fife,4,60,111
2018Q2,Fife,4,67,156
2018Q3,Fife,4,54,115
2018Q4,Fife,4,59,118
2019Q1,Fife,4,73,170
2019Q2,Fife,4,60,126
2019Q3,Fife,4,63,151
2019Q4,Fife,4,52,50
2020Q1,Fife,4,64,124
2020Q2,Fife,4,24,87
2020Q3,Fife,4,34,254
2020Q4,Fife,4,43,247
2021Q1,Fife,4,45,164
2021Q2,Fife,4,46,275
2021Q3,Fife,4,55,38
2021Q4,Fife,4,52,67
2022Q1,Fife,4,71,63
2022Q2,Fife,4,65,140
2022Q3,Fife,4,61,86
2017Q3,Fife,5,83,154
2017Q4,Fife,5,55,105
2018Q1,Fife,5,62,143
2018Q2,Fife,5,47,75
2018Q3,Fife,5,48,67
2018Q4,Fife,5,54,63
2019Q1,Fife,5,35,25
2019Q2,Fife,5,52,430
2019Q3,Fife,5,55,87
2019Q4,Fife,5,54,181
2020Q1,Fife,5,41,66
2020Q2,Fife,5,25,230
2020Q3,Fife,5,23,295
2020Q4,Fife,5,36,59
2021Q1,Fife,5,32,72
2021Q2,Fife,5,48,102
2021Q3,Fife,5,49,38
2021Q4,Fife,5,58,31
2022Q1,Fife,5,49,42
2022Q2,Fife,5,63,85
2022Q3,Fife,5,60,39
2017Q3,Fife,1,3641,14104
2017Q4,Fife,1,3595,12832
2018Q1,Fife,1,3645,14983
2018Q2,Fife,1,3730,15329
2018Q3,Fife,1,3557,13848
2018Q4,Fife,1,3655,15987
2019Q1,Fife,1,3798,14628
2019Q2,Fife,1,3629,13688
2019Q3,Fife,1,3822,15141
2019Q4,Fife,1,3581,14693
2020Q1,Fife,1,3262,16784
2020Q2,Fife,1,2384,9656
2020Q3,Fife,1,3182,11997
2020Q4,Fife,1,3244,12586
2021Q1,Fife,1,3009,11953
2021Q2,Fife,1,3637,15494
2021Q3,Fife,1,3484,13732
2021Q4,Fife,1,3499,14761
2022Q1,Fife,1,3218,12701
2022Q2,Fife,1,3210,12903
2022Q3,Fife,1,3237,11578
2017Q3,Fife,2,3356,14592
2017Q4,Fife,2,3455,12936
2018Q1,Fife,2,3366,15210
2018Q2,Fife,2,3481,13764
2018Q3,Fife,2,3318,13427
2018Q4,Fife,2,3435,14323
2019Q1,Fife,2,3593,15731
2019Q2,Fife,2,3541,14387
2019Q3,Fife,2,3428,15184
2019Q4,Fife,2,3642,15749
2020Q1,Fife,2,3374,15845
2020Q2,Fife,2,2331,9282
2020Q3,Fife,2,2987,12636
2020Q4,Fife,2,3050,14550
2021Q1,Fife,2,2968,13099
2021Q2,Fife,2,3206,13320
2021Q3,Fife,2,3301,14500
2021Q4,Fife,2,3089,13536
2022Q1,Fife,2,3103,13244
2022Q2,Fife,2,3210,12511
2022Q3,Fife,2,3179,13373
2017Q3,Fife,3,2544,10393
2017Q4,Fife,3,2720,11007
2018Q1,Fife,3,2664,12176
2018Q2,Fife,3,2626,10813
2018Q3,Fife,3,2584,9774
2018Q4,Fife,3,2708,10955
2019Q1,Fife,3,2658,10792
2019Q2,Fife,3,2693,12786
2019Q3,Fife,3,2694,11224
2019Q4,Fife,3,2688,11997
2020Q1,Fife,3,2404,13195
2020Q2,Fife,3,1762,7159
2020Q3,Fife,3,2418,9597
2020Q4,Fife,3,2346,10385
2021Q1,Fife,3,2218,10773
2021Q2,Fife,3,2440,10045
2021Q3,Fife,3,2499,9554
2021Q4,Fife,3,2500,10369
2022Q1,Fife,3,2331,10094
2022Q2,Fife,3,2332,9778
2022Q3,Fife,3,2451,9415
2017Q3,Fife,4,2047,9311
2017Q4,Fife,4,2225,10042
2018Q1,Fife,4,2271,9934
2018Q2,Fife,4,2170,8729
2018Q3,Fife,4,2046,8991
2018Q4,Fife,4,2152,10443
2019Q1,Fife,4,2134,10959
2019Q2,Fife,4,2269,8926
2019Q3,Fife,4,2153,8179
2019Q4,Fife,4,2298,9524
2020Q1,Fife,4,2055,11015
2020Q2,Fife,4,1568,6599
2020Q3,Fife,4,1939,8636
2020Q4,Fife,4,1972,8053
2021Q1,Fife,4,1942,8861
2021Q2,Fife,4,2055,8176
2021Q3,Fife,4,2205,8910
2021Q4,Fife,4,2127,9372
2022Q1,Fife,4,2128,9741
2022Q2,Fife,4,2039,9618
2022Q3,Fife,4,2056,9013
2017Q3,Fife,5,1549,6115
2017Q4,Fife,5,1478,5582
2018Q1,Fife,5,1605,5402
2018Q2,Fife,5,1603,5913
2018Q3,Fife,5,1456,5484
2018Q4,Fife,5,1619,6862
2019Q1,Fife,5,1839,6198
2019Q2,Fife,5,1612,6192
2019Q3,Fife,5,1698,6471
2019Q4,Fife,5,1623,6512
2020Q1,Fife,5,1513,7260
2020Q2,Fife,5,1080,4634
2020Q3,Fife,5,1481,5717
2020Q4,Fife,5,1419,5460
2021Q1,Fife,5,1427,6630
2021Q2,Fife,5,1687,6594
2021Q3,Fife,5,1636,6160
2021Q4,Fife,5,1679,6377
2022Q1,Fife,5,1500,6283
2022Q2,Fife,5,1691,7821
2022Q3,Fife,5,1638,6610
2017Q3,Forth Valley,1,2302,11398
2017Q4,Forth Valley,1,2390,11876
2018Q1,Forth Valley,1,2396,13429
2018Q2,Forth Valley,1,2297,9980
2018Q3,Forth Valley,1,2466,10542
2018Q4,Forth Valley,1,2529,11685
2019Q1,Forth Valley,1,2462,11719
2019Q2,Forth Valley,1,3534,11657
2019Q3,Forth Valley,1,4226,11695
2019Q4,Forth Valley,1,4297,10261
2020Q1,Forth Valley,1,3656,11292
2020Q2,Forth Valley,1,2930,7992
2020Q3,Forth Valley,1,3581,8849
2020Q4,Forth Valley,1,3849,9376
2021Q1,Forth Valley,1,3849,11427
2021Q2,Forth Valley,1,4057,10230
2021Q3,Forth Valley,1,3819,10913
2021Q4,Forth Valley,1,3481,11845
2022Q1,Forth Valley,1,3906,11637
2022Q2,Forth Valley,1,4212,12370
2022Q3,Forth Valley,1,4037,12157
2017Q3,Forth Valley,2,2657,13460
2017Q4,Forth Valley,2,2663,13500
2018Q1,Forth Valley,2,2718,13452
2018Q2,Forth Valley,2,2678,14111
2018Q3,Forth Valley,2,2509,12619
2018Q4,Forth Valley,2,2569,13160
2019Q1,Forth Valley,2,2685,12865
2019Q2,Forth Valley,2,4063,12588
2019Q3,Forth Valley,2,4847,14483
2019Q4,Forth Valley,2,4772,14256
2020Q1,Forth Valley,2,4176,15384
2020Q2,Forth Valley,2,3276,9773
2020Q3,Forth Valley,2,4105,10776
2020Q4,Forth Valley,2,4097,11769
2021Q1,Forth Valley,2,4651,12497
2021Q2,Forth Valley,2,4599,12809
2021Q3,Forth Valley,2,4091,11953
2021Q4,Forth Valley,2,4081,13512
2022Q1,Forth Valley,2,4358,15552
2022Q2,Forth Valley,2,4646,15677
2022Q3,Forth Valley,2,4537,16662
2017Q3,Forth Valley,3,2288,12249
2017Q4,Forth Valley,3,2405,12038
2018Q1,Forth Valley,3,2373,11739
2018Q2,Forth Valley,3,2416,12769
2018Q3,Forth Valley,3,2274,11524
2018Q4,Forth Valley,3,2416,13910
2019Q1,Forth Valley,3,2374,11758
2019Q2,Forth Valley,3,3657,11843
2019Q3,Forth Valley,3,4174,11552
2019Q4,Forth Valley,3,4260,11968
2020Q1,Forth Valley,3,3552,12519
2020Q2,Forth Valley,3,2977,9344
2020Q3,Forth Valley,3,3341,9323
2020Q4,Forth Valley,3,4024,11470
2021Q1,Forth Valley,3,4108,10823
2021Q2,Forth Valley,3,4204,10189
2021Q3,Forth Valley,3,3611,10830
2021Q4,Forth Valley,3,3795,13485
2022Q1,Forth Valley,3,3800,12060
2022Q2,Forth Valley,3,4105,12010
2022Q3,Forth Valley,3,3881,12052
2017Q3,Forth Valley,4,1904,8907
2017Q4,Forth Valley,4,1848,8590
2018Q1,Forth Valley,4,1868,8646
2018Q2,Forth Valley,4,1852,8932
2018Q3,Forth Valley,4,1862,9788
2018Q4,Forth Valley,4,1849,10407
2019Q1,Forth Valley,4,1884,9613
2019Q2,Forth Valley,4,2888,10025
2019Q3,Forth Valley,4,3402,9055
2019Q4,Forth Valley,4,3352,10874
2020Q1,Forth Valley,4,2869,9627
2020Q2,Forth Valley,4,2230,6976
2020Q3,Forth Valley,4,2724,7496
2020Q4,Forth Valley,4,2815,7834
2021Q1,Forth Valley,4,3144,8102
2021Q2,Forth Valley,4,3587,9556
2021Q3,Forth Valley,4,2892,7193
2021Q4,Forth Valley,4,2965,9902
2022Q1,Forth Valley,4,3021,8888
2022Q2,Forth Valley,4,2967,8114
2022Q3,Forth Valley,4,3196,9833
2017Q3,Forth Valley,5,1320,6033
2017Q4,Forth Valley,5,1477,6920
2018Q1,Forth Valley,5,1433,6465
2018Q2,Forth Valley,5,1369,7876
2018Q3,Forth Valley,5,1431,6880
2018Q4,Forth Valley,5,1408,7235
2019Q1,Forth Valley,5,1348,5457
2019Q2,Forth Valley,5,2239,6855
2019Q3,Forth Valley,5,2796,10415
2019Q4,Forth Valley,5,2881,8883
2020Q1,Forth Valley,5,2370,7817
2020Q2,Forth Valley,5,1814,5110
2020Q3,Forth Valley,5,2276,6404
2020Q4,Forth Valley,5,2435,7146
2021Q1,Forth Valley,5,2433,7312
2021Q2,Forth Valley,5,2715,7074
2021Q3,Forth Valley,5,2368,6561
2021Q4,Forth Valley,5,2446,6830
2022Q1,Forth Valley,5,2424,6905
2022Q2,Forth Valley,5,2841,9979
2022Q3,Forth Valley,5,2701,7295
2017Q3,Forth Valley,1,2335,11398
2017Q4,Forth Valley,1,2439,11883
2018Q1,Forth Valley,1,2448,13472
2018Q2,Forth Valley,1,2339,9980
2018Q3,Forth Valley,1,2496,10567
2018Q4,Forth Valley,1,2559,11685
2019Q1,Forth Valley,1,2506,11857
2019Q2,Forth Valley,1,3585,11823
2019Q3,Forth Valley,1,4288,12104
2019Q4,Forth Valley,1,4347,10276
2020Q1,Forth Valley,1,3734,11364
2020Q2,Forth Valley,1,3012,8168
2020Q3,Forth Valley,1,3636,9012
2020Q4,Forth Valley,1,3891,9800
2021Q1,Forth Valley,1,3902,11598
2021Q2,Forth Valley,1,4086,10335
2021Q3,Forth Valley,1,3857,10922
2021Q4,Forth Valley,1,3528,11846
2022Q1,Forth Valley,1,3960,11642
